Sample_id,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9,Class_10
5434,0.6214051436,0.0363164606,0.0236278868,0.0258742761,0.0458122784,0.0185884368,0.0346820148,0.0261664009,0.0043273561,0.1631997459
5435,0.2981880353,0.1943856988,0.1524596745,0.0360252224,0.0148048743,0.2485133078,0.0139769232,0.0042975303,0.0314778061,0.0058709272
5436,0.7685475987,0.0159945443,0.0061207682,0.0109185377,0.0625670960,0.0376748429,0.0138203348,0.0730842981,0.0014516861,0.0098202931
5437,0.7638030290,0.0395040533,0.0050109703,0.0060707518,0.0334010325,0.0482957297,0.0282203873,0.0670115982,0.0019320355,0.0067504124
5438,0.2831837849,0.0998050115,0.0355429059,0.0498401236,0.0983375854,0.1448325363,0.0366080168,0.0141521301,0.2306904707,0.0070074348
5439,0.6534055521,0.0590040893,0.0063937467,0.0662336287,0.1104208673,0.0228165851,0.0287667154,0.0108205343,0.0301457635,0.0119925176
5440,0.5259893163,0.0144622472,0.0320453459,0.0713496258,0.1172246355,0.0418595469,0.0965995392,0.0233617105,0.0195806294,0.0575274033
5441,0.9419877817,0.0011590949,0.0003905530,0.0007691278,0.0070960688,0.0069902290,0.0046439642,0.0352125493,0.0000983270,0.0016523042
5442,0.3958865918,0.0774222408,0.0385043752,0.0985016128,0.0230199638,0.1361481507,0.0317073780,0.1657800228,0.0030054598,0.0300242042
5443,0.1402019617,0.3393270280,0.0934533671,0.0449961324,0.0149578592,0.3134775448,0.0285091258,0.0076609802,0.0139765457,0.0034394548
5444,0.5208500660,0.0652604044,0.0130557006,0.1444594692,0.0597896962,0.0418545455,0.0197206336,0.0103193530,0.0316591317,0.0930309997
5445,0.2439406842,0.0472458985,0.0150631566,0.2169778873,0.1698331009,0.0426638969,0.0840928306,0.1363905618,0.0108852766,0.0329067067
5446,0.6724634574,0.0579806637,0.0023324456,0.0096451575,0.0219814785,0.0058491986,0.0731657352,0.1107183505,0.0079788423,0.0378846707
5447,0.4615042050,0.0385724815,0.1508122486,0.0316894149,0.0775582836,0.1734165237,0.0206101670,0.0239710133,0.0071902587,0.0146754037
5448,0.9310645486,0.0231781072,0.0045255546,0.0048091307,0.0074470276,0.0014857691,0.0048208289,0.0163754315,0.0000957202,0.0061978816
5449,0.7966709156,0.0198947399,0.0015796905,0.0052771291,0.0137621165,0.0049947162,0.0498937033,0.0385870603,0.0007611485,0.0685787801
5450,0.9256391927,0.0191620179,0.0002486138,0.0003256653,0.0085443614,0.0013316435,0.0116498785,0.0285346485,0.0005537603,0.0040102180
5451,0.8274667072,0.0129757398,0.0054890413,0.0269771964,0.0114987059,0.0101717344,0.0437276255,0.0221493013,0.0004652397,0.0390787086
5452,0.2822103150,0.0860318968,0.0087321806,0.2646275955,0.0969767466,0.1635011864,0.0292532930,0.0122611326,0.0031296637,0.0532759899
5453,0.6097192250,0.0731030511,0.0057457753,0.1418731128,0.0323039786,0.0396955684,0.0599972029,0.0065862892,0.0026074260,0.0283683705
5454,0.7156175586,0.0854990185,0.0086429858,0.0395000495,0.0220896995,0.0162761272,0.0361763797,0.0299912124,0.0025207802,0.0436861885
5455,0.4738602285,0.0255926072,0.0257632973,0.0228926093,0.1467762406,0.1002667329,0.0718630772,0.0444011933,0.0074333302,0.0811506835
5456,0.0170947771,0.0515355120,0.7778275906,0.0058314965,0.0067473400,0.0855072585,0.0036073773,0.0002551448,0.0510926540,0.0005008493
5457,0.6211432489,0.0071413855,0.0023380350,0.0121885166,0.0655009952,0.0772676361,0.0190652760,0.1888718202,0.0016747676,0.0048083189
5458,0.3775806083,0.3223135507,0.0992835601,0.0268052147,0.0588944726,0.0804170132,0.0154852272,0.0012795788,0.0143495272,0.0035912471
5459,0.2402576064,0.3069602962,0.3424666707,0.0089677987,0.0339284473,0.0085727142,0.0199859509,0.0136232951,0.0071862183,0.0180510022
5460,0.7329334222,0.0658345717,0.0038048866,0.0165669852,0.0518313465,0.0097521302,0.0629331193,0.0231715905,0.0027067376,0.0304652103
5461,0.4367554942,0.0528008858,0.0020452141,0.1866097830,0.1178318299,0.0136443916,0.1010830044,0.0245816563,0.0018694428,0.0627782978
5462,0.1943924015,0.0287584638,0.0352914116,0.0189223130,0.3917331483,0.0632660091,0.0665998069,0.1090200579,0.0546113677,0.0374050202
5463,0.1228996241,0.0904155961,0.0245825960,0.0654298305,0.4517523764,0.0904305527,0.0756822941,0.0056380892,0.0656063114,0.0075627296
5464,0.7793155719,0.0317558012,0.0117312685,0.0632711863,0.0180199648,0.0505131859,0.0249525585,0.0142295661,0.0008832078,0.0053276890
5465,0.5605370631,0.0341152308,0.0030737607,0.0656632057,0.0492602859,0.0330146713,0.0350452174,0.0500485316,0.0630251837,0.1062168498
5466,0.8755589239,0.0375181245,0.0061989371,0.0047768841,0.0168010583,0.0393725072,0.0158875202,0.0024017082,0.0003511485,0.0011331881
5467,0.7137628134,0.0746775607,0.0139037556,0.0123367869,0.0208017066,0.1022850827,0.0213171789,0.0361988733,0.0010231380,0.0036931039
5468,0.3129360953,0.0221147417,0.0136823335,0.0220262911,0.1136758359,0.0367253293,0.0535573069,0.3653003314,0.0121098446,0.0478718902
5469,0.9218205846,0.0495167357,0.0005847901,0.0032709791,0.0058962056,0.0046248377,0.0045710529,0.0041566284,0.0003782172,0.0051799687
5470,0.2475911221,0.0158535552,0.0093137950,0.0555375602,0.0830207383,0.0675034007,0.0330462832,0.0605206977,0.0193264190,0.4082864285
5471,0.9164382511,0.0220834994,0.0033886953,0.0041232674,0.0177512533,0.0056681025,0.0092207084,0.0077967809,0.0008053293,0.0127241123
5472,0.9112031512,0.0327695366,0.0093112073,0.0033410713,0.0118223250,0.0061486162,0.0122160459,0.0085162496,0.0002100607,0.0044617361
5473,0.3537053083,0.2892050596,0.0493802389,0.0218357966,0.1225923913,0.0494337518,0.0596653074,0.0216856110,0.0185482659,0.0139482691
5474,0.1086534941,0.1652913457,0.2792827761,0.0980266481,0.1195577533,0.0843453263,0.0766074703,0.0070940066,0.0318129406,0.0293282389
5475,0.1723768011,0.3167058228,0.0793541865,0.0690173552,0.0817637303,0.1767025867,0.0511165404,0.0066123939,0.0334866147,0.0128639685
5476,0.3001108975,0.4911095182,0.0171404525,0.0538901117,0.0366130045,0.0546111784,0.0361321662,0.0014339319,0.0051042261,0.0038545130
5477,0.6734465957,0.1003597294,0.0154846657,0.0663426096,0.0399808662,0.0321179316,0.0568125352,0.0089675715,0.0003501672,0.0061373280
5478,0.1487023491,0.0462444471,0.3883350540,0.0065423226,0.0907187761,0.0969880995,0.0442273277,0.0082774101,0.1652563811,0.0047078328
5479,0.8138985152,0.0634149403,0.0030257164,0.0324149059,0.0240794646,0.0100824774,0.0090211821,0.0279779060,0.0011170034,0.0149678886
5480,0.5730573095,0.0986144667,0.0055604452,0.0625965506,0.0288186691,0.0463596986,0.1108104331,0.0602585538,0.0060912754,0.0078325981
5481,0.0532479168,0.0152099689,0.6480934883,0.0200933292,0.0554029193,0.0815325039,0.0236734046,0.0061501794,0.0537552374,0.0428410523
5482,0.2998987948,0.6512690978,0.0035567040,0.0039308884,0.0101528306,0.0034065711,0.0256314027,0.0002083323,0.0006021251,0.0013432531
5483,0.7273356068,0.0381091552,0.0016960715,0.0055950705,0.0328676821,0.0024916499,0.1352656242,0.0271168285,0.0017749303,0.0277473811
5484,0.9225794219,0.0592995679,0.0004475933,0.0026938651,0.0042525140,0.0021991978,0.0051773729,0.0007961576,0.0000685889,0.0024857207
5485,0.1975109990,0.0505835835,0.0377789923,0.0735960573,0.2316885381,0.1661095240,0.1771033924,0.0300969067,0.0129225077,0.0226094989
5486,0.6642187715,0.0259113359,0.0033052494,0.0019354194,0.0722446635,0.0039353343,0.0541556650,0.1601601863,0.0022004932,0.0119328815
5487,0.7261205745,0.0905000748,0.0045466002,0.0621674817,0.0436143183,0.0231268035,0.0085375242,0.0156897039,0.0196706555,0.0060262634
5488,0.1141391009,0.7750233783,0.0121364918,0.0182950729,0.0150590042,0.0164284183,0.0142109685,0.0075832126,0.0225759024,0.0045484500
5489,0.8449068357,0.0936803836,0.0067395977,0.0025578719,0.0172131121,0.0011062634,0.0094593192,0.0064452123,0.0001716213,0.0177197827
5490,0.5480117269,0.0212881408,0.0244401792,0.0084914426,0.1760633816,0.0189999791,0.0520811693,0.0851771495,0.0030711732,0.0623756579
5491,0.9113999982,0.0303724169,0.0019374818,0.0029873792,0.0294265995,0.0056520859,0.0087622221,0.0049591372,0.0003804768,0.0041222024
5492,0.6065889266,0.0243659210,0.0684800670,0.0317874970,0.0872190796,0.0729815154,0.0323041992,0.0207918479,0.0189776435,0.0365033029
5493,0.1102182617,0.2936388556,0.1380211882,0.1445463705,0.0547277640,0.2120419580,0.0328618405,0.0037086547,0.0048560005,0.0053791063
5494,0.9071706614,0.0220423019,0.0045450912,0.0010680808,0.0308402289,0.0040719336,0.0077361050,0.0148683532,0.0011188833,0.0065383606
5495,0.1537040000,0.0717543423,0.1354439344,0.0372578107,0.1100982190,0.0907397261,0.0725574665,0.1064578884,0.1108413641,0.1111452486
5496,0.7726005951,0.0185078969,0.0021236402,0.0042271535,0.0095201737,0.0178450283,0.0234453154,0.0537917872,0.0027076759,0.0952307339
5497,0.4238030312,0.0038134734,0.0027338280,0.0102947607,0.0418101175,0.0498720278,0.0330536354,0.4198598570,0.0021886142,0.0125706549
5498,0.8822544277,0.0762342900,0.0015345995,0.0010941086,0.0159773632,0.0012841144,0.0082591166,0.0090963554,0.0002156169,0.0040500077
5499,0.0824264964,0.8610330155,0.0503647884,0.0010728460,0.0008854660,0.0016439419,0.0014350885,0.0001657410,0.0005235385,0.0004490778
5500,0.9744903672,0.0095517324,0.0000822851,0.0010657638,0.0052734056,0.0020473248,0.0067111714,0.0002611635,0.0000720177,0.0004447685
5501,0.1668022734,0.2574132059,0.0580820103,0.3276184533,0.0310014771,0.1081296373,0.0280849512,0.0045528079,0.0048468934,0.0134682902
5502,0.1863801944,0.0339877411,0.0145924261,0.0668700516,0.1169884181,0.2719629703,0.0433506884,0.2088234462,0.0388737521,0.0181703117
5503,0.7811188541,0.0168318238,0.0011845886,0.0109373173,0.0571415304,0.0310056204,0.0464323093,0.0400855402,0.0008484252,0.0144139906
5504,0.0609573655,0.8286628236,0.0112083107,0.0192139585,0.0105666001,0.0060905020,0.0341624386,0.0030736959,0.0012349078,0.0248293973
5505,0.1057595842,0.1669332837,0.1343810387,0.0540319255,0.2525925466,0.0837663976,0.0915509191,0.0077236898,0.0625234728,0.0407371422
5506,0.5644902201,0.1638947247,0.0118204801,0.0670791850,0.0530683553,0.0074930584,0.1044229614,0.0043655303,0.0017548975,0.0216105871
5507,0.9569772523,0.0209471345,0.0004724417,0.0060669330,0.0043047558,0.0032494767,0.0026199874,0.0036622021,0.0001349168,0.0015648998
5508,0.5917756362,0.0981138435,0.0390312185,0.0321929132,0.0403983235,0.0437481050,0.0483806994,0.0112402723,0.0628836703,0.0322353181
5509,0.0268530409,0.0243905139,0.0040753935,0.8123335726,0.0142761417,0.0323870286,0.0393741020,0.0069320639,0.0151879579,0.0241901851
5510,0.9145224837,0.0662918069,0.0018397234,0.0031707345,0.0047659128,0.0011367229,0.0027585658,0.0017378305,0.0003001611,0.0034760583
5511,0.3797296095,0.0621606555,0.0588863426,0.1421040003,0.0485662068,0.2630314589,0.0210600675,0.0090094446,0.0027177124,0.0127345019
5512,0.2294107773,0.0860319896,0.1138317815,0.0107534913,0.1496562833,0.2547540549,0.1037754196,0.0059701351,0.0328360355,0.0129800319
5513,0.1821787439,0.0601641205,0.0024547064,0.5612559627,0.0882699297,0.0160437211,0.0656514158,0.0164653423,0.0033702561,0.0041458016
5514,0.1899924866,0.5336305539,0.0227949132,0.0734173215,0.0357718495,0.1063169145,0.0235562047,0.0020466376,0.0069486303,0.0055244882
5515,0.1140555184,0.8476310313,0.0051427737,0.0033682415,0.0154879557,0.0012088530,0.0107961217,0.0002851299,0.0007643652,0.0012600096
5516,0.7557697297,0.0543179351,0.0031920671,0.0048637305,0.0642801751,0.0059434304,0.0869111431,0.0120019617,0.0018034512,0.0109163761
5517,0.3656593550,0.0132435162,0.0053564434,0.0511749236,0.0492200753,0.2948755925,0.0437288530,0.1153979609,0.0050376156,0.0563056646
5518,0.2867425987,0.6768439092,0.0208130967,0.0040416466,0.0039320680,0.0024409907,0.0036100805,0.0001869685,0.0008906957,0.0004979455
5519,0.6981902990,0.0137923396,0.0022529504,0.0014446485,0.1224725974,0.0162714928,0.0243778257,0.1148822811,0.0006749350,0.0056406304
5520,0.0366609465,0.5832383259,0.2364990124,0.0285255805,0.0166630600,0.0343771478,0.0227157664,0.0007260903,0.0384462420,0.0021478282
5521,0.8213023369,0.0593528817,0.0011336135,0.0073399430,0.0260293517,0.0016157515,0.0436401321,0.0234216204,0.0017821927,0.0143821765
5522,0.7961535716,0.0912565307,0.0006948303,0.0079081193,0.0161649303,0.0030997380,0.0373256751,0.0241751271,0.0005868399,0.0226346376
5523,0.2575350709,0.0281500211,0.1552214933,0.0365386481,0.0248813481,0.3483741669,0.0383632253,0.0943275496,0.0057175881,0.0108908887
5524,0.0747453245,0.8021144656,0.0859230917,0.0106872446,0.0019096805,0.0111046186,0.0066639461,0.0003196590,0.0019290977,0.0046028718
5525,0.3444075286,0.2903248919,0.1968932963,0.0108846446,0.0397473457,0.0151542184,0.0432347523,0.0041061769,0.0474444158,0.0078027296
5526,0.7164946637,0.0227693956,0.0047816524,0.0079336995,0.0860935515,0.0300174601,0.0081838607,0.1029230050,0.0026394222,0.0181632893
5527,0.1520048800,0.0387693433,0.0903697022,0.3421059843,0.0480158095,0.0377407849,0.1240465801,0.0439619399,0.0113772110,0.1116077648
5528,0.9410636063,0.0172065498,0.0062617512,0.0011251386,0.0101891000,0.0069092301,0.0060164090,0.0064721734,0.0006479845,0.0041080572
5529,0.0080297818,0.0250865541,0.9128164731,0.0010479914,0.0023579188,0.0131217660,0.0026969579,0.0000758077,0.0344308803,0.0003358688
5530,0.0750082216,0.0234712168,0.0099803726,0.3828897212,0.0989640476,0.0978916932,0.2137399454,0.0173586392,0.0121941875,0.0685019550
5531,0.7697455578,0.0279821084,0.0035788394,0.0063752073,0.0418651705,0.0046364657,0.0187223178,0.1150644974,0.0048819764,0.0071478594
5532,0.0530915163,0.0312669611,0.0063395664,0.6923837350,0.0852422075,0.0272278123,0.0643139552,0.0187472722,0.0040109533,0.0173760207
5533,0.5502098667,0.3630708226,0.0058989793,0.0354674782,0.0044014389,0.0179782068,0.0155964895,0.0035082668,0.0010330270,0.0028354242
5534,0.2126863244,0.0085542043,0.0064828706,0.0799127277,0.0908914149,0.1092772992,0.0356707841,0.1556066382,0.0132715243,0.2876462123
5535,0.0163423653,0.0460886764,0.8075997454,0.0182739540,0.0120936007,0.0523432871,0.0134932656,0.0040018487,0.0251790790,0.0045841777
5536,0.7610761675,0.0490228435,0.0063989994,0.0070208023,0.0216375457,0.0150408208,0.0157108881,0.0535221678,0.0505731314,0.0199966334
5537,0.1125679771,0.7034229667,0.0501679733,0.0658033155,0.0084153595,0.0314845890,0.0137741801,0.0003775030,0.0095870994,0.0043990365
5538,0.3869043717,0.0574917345,0.3944963542,0.0037819982,0.0240016812,0.0230886877,0.0318244851,0.0443423870,0.0044323589,0.0296359415
5539,0.9014628576,0.0526064271,0.0014859747,0.0111891017,0.0127907699,0.0026842551,0.0109870288,0.0030676111,0.0016170528,0.0021089212
5540,0.0455292836,0.2096469183,0.1086974973,0.3791713979,0.0504924878,0.0897365640,0.0744457026,0.0113473489,0.0137137925,0.0172190071
5541,0.8397829375,0.0124115604,0.0013306022,0.0396943477,0.0112504401,0.0309888660,0.0079910029,0.0339166357,0.0036338464,0.0189997610
5542,0.5018849105,0.0713436642,0.0874652856,0.0250331564,0.1083679028,0.0623529915,0.0379648278,0.0105929581,0.0122208939,0.0827734091
5543,0.6056079957,0.1725929983,0.0946708012,0.0103076574,0.0060756034,0.0877699768,0.0100194038,0.0096061413,0.0009406547,0.0024087673
5544,0.1139118644,0.0283913218,0.0097640174,0.0552222495,0.0260221937,0.1083082743,0.0762962277,0.0582433431,0.4371145965,0.0867259116
5545,0.2502354178,0.5638447784,0.0104415444,0.0633374251,0.0857796271,0.0061931641,0.0177897396,0.0003779496,0.0011356705,0.0008646835
5546,0.3229726658,0.1601392891,0.3284624923,0.0489749463,0.0198250372,0.0730165466,0.0179648075,0.0036379778,0.0130256619,0.0119805755
5547,0.3506223653,0.6014837791,0.0018301854,0.0076978495,0.0044234241,0.0019499010,0.0229852700,0.0060120062,0.0010566847,0.0019385346
5548,0.2001968882,0.5666487036,0.0721885044,0.0355739423,0.0140100696,0.0629349342,0.0281175006,0.0025295646,0.0083441939,0.0094556985
5549,0.9391537924,0.0104320520,0.0033213409,0.0056813452,0.0076955208,0.0054336924,0.0100130029,0.0098564399,0.0002923530,0.0081204605
5550,0.2784733566,0.0087464077,0.0065324843,0.0660656050,0.2807330322,0.0451916093,0.0407890769,0.0271287333,0.0780271340,0.1683125607
5551,0.5718825467,0.0618865328,0.1554073725,0.0085377609,0.0566197204,0.0267504934,0.0528887447,0.0228022683,0.0198115611,0.0234129993
5552,0.9068870562,0.0307603913,0.0059232360,0.0009465708,0.0260939623,0.0015421391,0.0159359794,0.0043435770,0.0001243923,0.0074426956
5553,0.1159124363,0.7145587896,0.0660623967,0.0017236579,0.0044401388,0.0039004790,0.0193022187,0.0003174446,0.0694812942,0.0043011442
5554,0.2123532483,0.2236512379,0.0925149936,0.0135504219,0.2695688361,0.0401272240,0.0870711695,0.0045885719,0.0449628008,0.0116114959
5555,0.1277590387,0.0902545040,0.2406976675,0.0817381884,0.0685170765,0.2683960600,0.0307147217,0.0038666413,0.0830364056,0.0050196962
5556,0.1991610358,0.0187524807,0.0131798254,0.0708837161,0.2523212831,0.0538448309,0.0586568487,0.1889286231,0.0759057683,0.0683655880
5557,0.7314462235,0.2100622621,0.0051123549,0.0232911965,0.0082913996,0.0043208713,0.0080183687,0.0030821819,0.0010628919,0.0053122494
5558,0.1268207814,0.0654536034,0.0322381210,0.0769728826,0.0402898899,0.1398674003,0.0445479259,0.0285271743,0.0399490926,0.4053331285
5559,0.5980862490,0.1654033836,0.0140408711,0.0505486529,0.0665022940,0.0455106272,0.0240402796,0.0066223811,0.0038652302,0.0253800313
5560,0.4135985502,0.4919527169,0.0175689365,0.0034321544,0.0080007730,0.0168927453,0.0358549098,0.0074105979,0.0036209676,0.0016676485
5561,0.2160583535,0.0365208661,0.0268329229,0.0333996091,0.2589943494,0.0940571263,0.0342453601,0.2480218266,0.0044163440,0.0474532419
5562,0.7760053418,0.0727156650,0.0023602490,0.0041588917,0.0636188301,0.0163587712,0.0326697972,0.0177818481,0.0017145389,0.0126160670
5563,0.8830845362,0.0165311157,0.0007943922,0.0011390736,0.0222437106,0.0013435145,0.0428905940,0.0244380215,0.0007086579,0.0068263838
5564,0.7329339084,0.0137464550,0.0027086694,0.0066681826,0.0435763459,0.0167954354,0.1134882121,0.0513801770,0.0010638363,0.0176387777
5565,0.8346132470,0.0334655803,0.0768951942,0.0015731291,0.0154140207,0.0051495321,0.0072054792,0.0157441089,0.0026746507,0.0072650579
5566,0.1877616309,0.5670366733,0.0274787280,0.1186632040,0.0113875191,0.0422302745,0.0270608227,0.0030812405,0.0037656011,0.0115343058
5567,0.8665350088,0.0642113904,0.0154395894,0.0025153417,0.0222146765,0.0092132843,0.0128078562,0.0012888860,0.0026725584,0.0031014082
5568,0.0713540965,0.0470513479,0.7959769222,0.0017685882,0.0179826746,0.0221942488,0.0322763804,0.0006224906,0.0095872629,0.0011859880
5569,0.2577982395,0.1086916897,0.0117656129,0.0558638543,0.2683771287,0.1299937518,0.0969647562,0.0483360208,0.0133942817,0.0088146643
5570,0.9777794309,0.0116663330,0.0005851562,0.0024305541,0.0019472771,0.0006685771,0.0021585100,0.0015445946,0.0002481017,0.0009714653
5571,0.9361687612,0.0025394469,0.0001349985,0.0006592126,0.0045869428,0.0016634349,0.0120058295,0.0377026479,0.0009112895,0.0036274364
5572,0.9208371741,0.0187439607,0.0021503258,0.0014699659,0.0182259348,0.0008523909,0.0077994919,0.0201251503,0.0001906353,0.0096049704
5573,0.9278020470,0.0136105684,0.0028041028,0.0044013224,0.0194288823,0.0126640049,0.0064841254,0.0045088569,0.0026100635,0.0056860264
5574,0.5013526024,0.1935563378,0.0138061806,0.0143816572,0.0775418858,0.0441130310,0.0543321668,0.0277676099,0.0599751863,0.0131733423
5575,0.9623204277,0.0096126864,0.0007896613,0.0037236690,0.0065276294,0.0086154614,0.0046230980,0.0013393614,0.0004698297,0.0019781756
5576,0.6594680888,0.0749954068,0.0119517788,0.0664095286,0.0886639739,0.0334316437,0.0228424542,0.0264943220,0.0012119454,0.0145308578
5577,0.5066517063,0.1033505898,0.1158856146,0.0394977229,0.1117039187,0.0502116774,0.0425756464,0.0043244675,0.0084023324,0.0173963240
5578,0.0485328582,0.0265911803,0.0569766369,0.0106639823,0.0255765268,0.2850221275,0.0167273247,0.0050176083,0.5115845134,0.0133072416
5579,0.1676149436,0.7827277653,0.0159358197,0.0087450922,0.0061755523,0.0014749978,0.0092037289,0.0013186511,0.0007572093,0.0060462398
5580,0.4374711058,0.4971039880,0.0082550759,0.0057080152,0.0225915832,0.0019115514,0.0187610564,0.0017800631,0.0005722729,0.0058452881
5581,0.7530131145,0.0346774911,0.0051075851,0.0373196920,0.0481928213,0.0295693749,0.0604998294,0.0127526922,0.0036242437,0.0152431557
5582,0.9289552777,0.0154544013,0.0023627495,0.0023505034,0.0175884763,0.0017437624,0.0143579545,0.0097627018,0.0007241008,0.0067000722
5583,0.4909082838,0.0187832579,0.0047177991,0.0395336760,0.0749743438,0.2579915167,0.0610380762,0.0396262485,0.0058603446,0.0065664535
5584,0.8388512351,0.0284872619,0.0189515565,0.0013722945,0.0606317337,0.0108686353,0.0130483121,0.0183950854,0.0042040509,0.0051898346
5585,0.5657687777,0.0078332676,0.0116827131,0.0346569264,0.0588989418,0.1905120425,0.0394015095,0.0506009413,0.0021557103,0.0384891699
5586,0.6584380747,0.0311052167,0.0036570129,0.0072821581,0.0508995890,0.0134801852,0.0239420067,0.1481961745,0.0015782690,0.0614213134
5587,0.1459324739,0.6650327888,0.0317716073,0.0340448630,0.0097335465,0.0367294448,0.0158216539,0.0028850181,0.0552336947,0.0028149090
5588,0.2706515160,0.4985005453,0.1098757473,0.0170645091,0.0164868713,0.0238134737,0.0154157571,0.0064899988,0.0208028412,0.0208987402
5589,0.8359815219,0.0066216233,0.0011821704,0.0024941465,0.0813599064,0.0110918109,0.0298253408,0.0188557537,0.0017017239,0.0108860022
5590,0.0782263097,0.1133462885,0.4659837223,0.0431433284,0.0650139324,0.0708517880,0.0301494337,0.0016264736,0.1277073459,0.0039513775
5591,0.0825011156,0.0789049099,0.0378492037,0.3131419802,0.0244480748,0.4086407747,0.0184960836,0.0046223135,0.0264098147,0.0049857293
5592,0.5397023979,0.0962112276,0.0126263239,0.0499585777,0.0608118825,0.1127489210,0.0560083849,0.0563918742,0.0034195107,0.0121208995
5593,0.1512839179,0.0962749633,0.2058992968,0.0143054907,0.0466206042,0.2271079556,0.0185078671,0.0154201966,0.1981666770,0.0264130309
5594,0.2178100733,0.3339099308,0.0197305856,0.1111703471,0.1520506632,0.0491299947,0.0320561227,0.0036514329,0.0634454679,0.0170453819
5595,0.0792585710,0.0760388870,0.3669857881,0.2661183607,0.0406556936,0.1198148792,0.0319540080,0.0054712511,0.0033354128,0.0103671484
5596,0.7173801054,0.1573062733,0.0019695285,0.0054423702,0.0414550135,0.0078012302,0.0176937224,0.0285420332,0.0006150990,0.0217946243
5597,0.1732435071,0.0260356957,0.0127716383,0.0186913863,0.1750924767,0.0735822868,0.1037034824,0.2813937899,0.0568198482,0.0786658886
5598,0.9126341377,0.0315047758,0.0010982312,0.0030407486,0.0130814990,0.0021644291,0.0158616790,0.0169606667,0.0003874540,0.0032663790
5599,0.5460422282,0.0245212551,0.0145501146,0.0361925144,0.0661636258,0.1136749006,0.0765623089,0.0747182149,0.0064403539,0.0411344836
5600,0.5678253546,0.0155196135,0.0055428904,0.0127644804,0.0293895354,0.0629083024,0.0495866953,0.2278222785,0.0042072453,0.0244336043
5601,0.7195987970,0.1177934512,0.0058706414,0.0192998411,0.0626259432,0.0134592379,0.0467513681,0.0053578799,0.0014426008,0.0078002393
5602,0.7122192512,0.0991824246,0.0084781277,0.0035832194,0.0260764629,0.0037560777,0.0215924522,0.0990897816,0.0133739308,0.0126482719
5603,0.0167379866,0.0173219938,0.8336049599,0.0045490509,0.0150338860,0.0695148984,0.0165713741,0.0015347044,0.0223672671,0.0027638787
5604,0.7897810797,0.0431146787,0.0034524173,0.0154782877,0.0118292050,0.0038973131,0.0844112155,0.0198725570,0.0014684744,0.0266947716
5605,0.9511126943,0.0194233466,0.0005553495,0.0031379904,0.0061069240,0.0014590006,0.0139712396,0.0020779913,0.0002696826,0.0018857813
5606,0.9559149582,0.0277865223,0.0006002811,0.0002796881,0.0034433235,0.0004812654,0.0086480960,0.0006652538,0.0000827592,0.0020978525
5607,0.8797774497,0.0634188989,0.0045806391,0.0048964021,0.0142539878,0.0148084286,0.0096993762,0.0032093224,0.0012363297,0.0041191655
5608,0.9206525025,0.0051990172,0.0011516137,0.0004900789,0.0181310408,0.0012525726,0.0236752052,0.0250121653,0.0006293879,0.0038064160
5609,0.4024896738,0.0291882700,0.0074704196,0.0295037798,0.0395973524,0.0391873318,0.0464574534,0.3918923221,0.0049974116,0.0092159855
5610,0.9034757004,0.0762779631,0.0009982729,0.0023061334,0.0036506650,0.0030300181,0.0038563875,0.0047243419,0.0002814070,0.0013991106
5611,0.4397117427,0.2634741369,0.0304203144,0.0578559095,0.0485799791,0.0316385420,0.0747869956,0.0098319655,0.0109276530,0.0327727613
5612,0.0820405384,0.0443180933,0.4417025999,0.0149331018,0.0547765453,0.1766406816,0.0854595597,0.0470894383,0.0117474967,0.0412919451
5613,0.9412015482,0.0399957156,0.0013269933,0.0008469325,0.0081420615,0.0004431205,0.0040514335,0.0021076101,0.0001042063,0.0017803785
5614,0.7881876191,0.0263833190,0.0005844033,0.0250671199,0.0130824775,0.0035228909,0.0678587456,0.0405784172,0.0022033971,0.0325316104
5615,0.3408260372,0.5977341023,0.0021958874,0.0321679855,0.0145423750,0.0017560638,0.0082330389,0.0007902389,0.0002503541,0.0015039168
5616,0.9712689484,0.0102303255,0.0028362436,0.0000798399,0.0038980707,0.0010958123,0.0052145236,0.0045692847,0.0001186565,0.0006882949
5617,0.3758366709,0.0416086606,0.0046529577,0.1040693996,0.0261128903,0.3804005538,0.0273158503,0.0348621153,0.0010272141,0.0041136873
5618,0.2185087636,0.5923425642,0.0572622046,0.0430606970,0.0292257573,0.0260443689,0.0222484561,0.0013164218,0.0031798740,0.0068108925
5619,0.1329653728,0.5040536854,0.0110764668,0.1200320533,0.0549425402,0.0348056473,0.1042933417,0.0022559433,0.0298924409,0.0056825083
5620,0.0929519044,0.0193506391,0.0199874839,0.0081430685,0.4392441609,0.0753585584,0.1402312039,0.0726792683,0.0643414053,0.0677123073
5621,0.2197777162,0.7105324095,0.0204151623,0.0101060975,0.0135974716,0.0088172318,0.0152307229,0.0002775007,0.0006031828,0.0006425047
5622,0.1323563882,0.7561481667,0.0186368133,0.0466702007,0.0080955315,0.0298374209,0.0057057277,0.0004809769,0.0009369574,0.0011318167
5623,0.8368955132,0.0538160285,0.0052785460,0.0550211677,0.0177104741,0.0140322689,0.0110882709,0.0015373283,0.0014930506,0.0031273518
5624,0.9113353446,0.0305741265,0.0004662928,0.0057448046,0.0069735073,0.0126583608,0.0082200246,0.0213273441,0.0003306473,0.0023695473
